No;id;eventtime;t;z;y_base;eta_m;y_jump_m;y_smooth_m;x_jump_m;eta_r;y_r;x_r
19;1;32;19;0;-0.035659425;0.180000007;42.14434052;42.14434052;-0.167055562;1;2.464340687;0.55853045
20;1;32;20;0;-1.117135286;0.180000007;41.06286621;41.06286621;0.364614993;1;1.382864714;0.904539764
21;1;32;21;0;-2.445363998;0.180000007;39.7346344;39.7346344;0.613022447;1;0.054636002;0.484713197
22;1;32;22;0;1.06793642;0.180000007;43.24793625;43.24793625;0.094668381;1;3.56793642;1.737251163
23;1;32;23;0;0.119004063;0.180000007;42.2990036;42.2990036;-0.433147997;1;2.619004011;1.459669471
24;1;32;24;0;1.172648668;0.180000007;43.35264969;43.35264969;1.257841349;1;3.672648668;1.383786917
25;1;32;25;0;1.364823461;0.180000007;43.54482269;43.54482269;-0.438622385;1;3.864823341;0.698815286
26;1;32;26;0;0.212726817;0.180000007;42.3927269;42.3927269;0.51772964;1;2.712726831;1.376470804
27;1;32;27;0;-0.415830791;0.180000007;41.76416779;41.76416779;0.205550611;1;2.084169149;0.73642391
28;1;32;28;0;-1.666138887;0.143999994;40.4778595;40.4778595;0.736020267;0.800000012;0.633861125;0.147442147
29;1;32;29;0;0.613171458;0.108000003;42.72117233;42.72117233;-0.251658022;0.600000024;2.713171482;1.152946115
30;1;32;30;0;1.158305764;0.071999997;43.23030472;43.23030472;1.086795807;0.400000006;3.05830574;1.163061976
31;1;32;31;0;0.108575396;0.035999998;42.14457703;42.14457703;0.721935153;0.200000003;1.808575392;-0.668961883
32;1;32;32;1;-0.616413355;-0.200000003;42.18358612;41.18358612;0.145306006;0.200000003;2.083586693;-0.220283106
33;1;32;33;1;-0.932286382;-0.400000006;41.66771317;40.66771317;-0.583435774;0.400000006;1.967713594;1.213052392
34;1;32;34;1;-0.318420261;-0.600000024;42.08158112;41.08158112;-1.411494493;0.600000024;2.781579733;0.075011007
35;1;32;35;1;-0.556872606;-0.800000012;41.64312744;40.64312744;0.060029678;0.800000012;2.743127346;1.184348226
36;1;32;36;1;0.366538852;-1;42.366539;41.366539;-1.204921484;1;3.866538763;1.072071433
37;1;32;37;1;0.75109446;-1;42.75109482;41.75109482;-0.468884081;1.200000048;4.451094627;0.731766105
38;1;32;38;1;1.372483253;-1;43.3724823;42.3724823;-1.3530159;1;4.872483253;0.419652998
39;1;32;39;1;-0.826651692;-1;41.17334747;40.17334747;-0.345777482;1;2.673348427;0.889765024
40;1;32;40;1;0.368594766;-1;42.36859512;41.36859512;-1.832719207;1;3.868594646;0.872196734
41;2;4;1;0;-0.085609004;0.108000003;42.02239227;42.02239227;-0.010295834;0.600000024;2.014390945;0.027442073
42;2;4;2;0;0.759090424;0.071999997;42.83108902;42.83108902;0.171337277;0.400000006;2.659090519;-0.067285672
43;2;4;3;0;0.790651977;0.035999998;42.82665253;42.82665253;-0.197851017;0.200000003;2.490652084;0.024245387
44;2;4;4;1;-0.207112923;-0.200000003;42.59288788;41.59288788;-0.588783383;0.200000003;2.49288702;-0.168687239
45;2;4;5;1;0.755699515;-0.400000006;43.35569763;42.35569763;-0.372238547;0.400000006;3.655699492;-0.322600663
46;2;4;6;1;0.343551964;-0.600000024;42.74355316;41.74355316;0.355894029;0.600000024;3.443552017;0.381561279
47;2;4;7;1;0.624053895;-0.800000012;42.82405472;41.82405472;-2.047097921;0.800000012;3.924053907;0.824105203
48;2;4;8;1;0.349528044;-1;42.34952927;41.34952927;-0.37576583;1;3.849528074;1.45703721
49;2;4;9;1;0.148410842;-1;42.1484108;41.1484108;-1.976451397;1.200000048;3.848410845;1.081617594
50;2;4;10;1;-0.206116766;-1;41.79388428;40.79388428;-1.164440155;1;3.293883324;1.115740657
51;2;4;11;1;0.062964454;-1;42.06296539;41.06296539;-0.606161535;1;3.562964439;1.878025174
52;2;4;12;1;0.839333355;-1;42.83933258;41.83933258;-1.444952965;1;4.339333534;1.332824707
53;2;4;13;1;0.148672044;-1;42.1486702;41.1486702;-1.777169228;1;3.648672104;1.371382475
54;2;4;14;1;2.1091609;-1;44.10916138;43.10916138;-1.522546291;1;5.6091609;1.520329475
55;2;4;15;1;-0.073121607;-1;41.92687988;40.92687988;-1.711614013;1;3.426878452;1.271062374
56;2;4;16;1;0.340690225;-1;42.34069061;41.34069061;-1.375949264;1;3.840690136;1.761164188
57;2;4;17;1;0.938004136;-1;42.93800354;41.93800354;-1.743098021;1;4.438004017;1.288834095
58;2;4;18;1;0.643320084;-1;42.64331818;41.64331818;-0.902047336;1;4.143320084;0.300306678
59;2;4;19;1;-1.035243154;-1;40.96475601;39.96475601;-0.552327335;1;2.464756966;1.075386047
60;2;4;20;1;0.113936886;-1;42.11393738;41.11393738;-1.886871576;1;3.613936901;1.026705027
61;2;4;21;1;-0.30076915;-1;41.69923019;40.69923019;-1.159402728;1;3.199230909;1.605202556
62;2;4;22;1;0.367568731;-1;42.36756897;41.36756897;-1.285918355;1;3.867568731;-0.157835707
63;2;4;23;1;0.359093338;-1;42.35909271;41.35909271;-1.905278563;1;3.859093428;0.509484589
64;2;4;24;1;-0.131101385;-1;41.8689003;40.8689003;-0.28197673;1;3.36889863;1.053052187
65;2;4;25;1;0.450757116;-1;42.45075607;41.45075607;-0.696109772;1;3.950757027;1.163696408
66;2;4;26;1;0.845216751;-1;42.84521484;41.84521484;-1.469545841;1;4.345216751;1.395359755
67;2;4;27;1;0.779313564;-1;42.77931213;41.77931213;-0.432252169;1;4.279313564;1.203237653
68;2;4;28;1;-0.231826842;-1;41.76817322;40.76817322;-0.399063021;1;3.268173218;1.387697458
69;2;4;29;1;0.300009608;-1;42.30001068;41.30001068;-0.708393157;1;3.800009727;1.246317387
70;2;4;30;1;-1.024464965;-1;40.97553635;39.97553635;-1.448594213;1;2.475534916;1.642586827
71;2;4;31;1;0.419446528;-1;42.41944504;41.41944504;-1.819055915;1;3.919446468;-0.036443613
72;2;4;32;1;-0.70605123;-1;41.29394913;40.29394913;-1.548166752;1;2.79394865;0.59143424
73;2;4;33;1;0.031484891;-1;42.03148651;41.03148651;0.408356011;1;3.531484842;1.099738836
74;2;4;34;1;-0.264207929;-1;41.73579025;40.73579025;-1.473736763;1;3.23579216;1.872124672
75;2;4;35;1;-0.038488217;-1;41.96151352;40.96151352;-1.236586928;1;3.46151185;0.902293861
76;2;4;36;1;-1.802971363;-1;40.19702911;39.19702911;-1.874563098;1;1.697028637;1.707462788
77;2;4;37;1;-0.913452983;-1;41.08654785;40.08654785;-0.518053651;1;2.586546898;0.829962492
78;2;4;38;1;-1.293633223;-1;40.70636749;39.70636749;-1.334774256;1;2.206366777;1.731821895
79;2;4;39;1;-0.376181483;-1;41.62381744;40.62381744;-0.720701158;1;3.123818398;0.877551258
80;2;4;40;1;0.061118018;-1;42.06111908;41.06111908;-1.267675757;1;3.561118126;1.121039748
81;3;20;1;0;0.400823623;0.180000007;42.58082199;42.58082199;0.579138517;1;2.900823593;1.349545121
82;3;20;2;0;0.766984165;0.180000007;42.94698334;42.94698334;0.065963641;1;3.266984224;1.022163272
83;3;20;3;0;0.389789879;0.180000007;42.56978989;42.56978989;0.069196418;1;2.88978982;1.398634434
84;3;20;4;0;-0.882988811;0.180000007;41.29701233;41.29701233;-0.360019207;1;1.617011189;1.039195061
85;3;20;5;0;-1.360402346;0.180000007;40.81959915;40.81959915;0.443629593;1;1.139597654;2.254532337
86;3;20;6;0;-1.249919534;0.180000007;40.93008041;40.93008041;-0.002790461;1;1.250080466;0.476511568
87;3;20;7;0;0.239063561;0.180000007;42.41906357;42.41906357;-0.672857642;1;2.739063501;0.52607137
88;3;20;8;0;0.017472833;0.180000007;42.19747162;42.19747162;-0.449669749;1;2.517472744;1.491363764
89;3;20;9;0;0.402694911;0.180000007;42.58269501;42.58269501;-0.021855876;1;2.902694941;1.235674024
90;3;20;10;0;0.568605483;0.180000007;42.74860382;42.74860382;1.180167437;1;3.068605423;1.192962885
91;3;20;11;0;1.44681263;0.180000007;43.62681198;43.62681198;0.645745218;1;3.94681263;0.747827649
92;3;20;12;0;-0.018438596;0.180000007;42.16156006;42.16156006;0.360722959;1;2.481561422;0.323836416
93;3;20;13;0;-0.799542665;0.180000007;41.38045883;41.38045883;0.062132109;1;1.700457335;0.078022406
94;3;20;14;0;0.042985138;0.180000007;42.22298431;42.22298431;-0.132667586;1;2.542985201;0.753981531
95;3;20;15;0;0.63232857;0.180000007;42.81232834;42.81232834;-0.266278714;1;3.13232851;1.260762095
96;3;20;16;0;-0.291467428;0.143999994;41.85253143;41.85253143;0.353974283;0.800000012;2.008532524;1.724780798
97;3;20;17;0;0.43317762;0.108000003;42.54117584;42.54117584;1.086728096;0.600000024;2.533177614;0.504396319
98;3;20;18;0;0.321444362;0.071999997;42.39344406;42.39344406;-0.707468569;0.400000006;2.221444368;0.731283188
99;3;20;19;0;0.561776757;0.035999998;42.59777832;42.59777832;0.29623273;0.200000003;2.261776686;-0.487112582
100;3;20;20;1;0.288884431;-0.200000003;43.08888626;42.08888626;-0.055651892;0.200000003;2.988884449;-0.287896067
101;3;20;21;1;0.262396157;-0.400000006;42.86239624;41.86239624;-0.030303162;0.400000006;3.162396193;0.131002784
102;3;20;22;1;-0.101707056;-0.600000024;42.29829407;41.29829407;0.112406604;0.600000024;2.998292923;0.580753326
103;3;20;23;1;-1.192885637;-0.800000012;41.00711441;40.00711441;-0.334938139;0.800000012;2.107114315;0.133583829
104;3;20;24;1;0.572527528;-1;42.57252884;41.57252884;-0.555423319;1;4.072527409;1.041539431
105;3;20;25;1;0.666549861;-1;42.66654968;41.66654968;-1.314631104;1.200000048;4.366549969;1.713564754
106;3;20;26;1;-0.466979772;-1;41.53302002;40.53302002;-0.635572553;1;3.033020258;0.532074034
107;3;20;27;1;0.959364533;-1;42.95936584;41.95936584;-1.125704288;1;4.459364414;1.27598536
108;3;20;28;1;1.359000325;-1;43.35900116;42.35900116;-0.785864711;1;4.859000206;0.667335451
109;3;20;29;1;-1.515224338;-1;40.48477554;39.48477554;-0.827754557;1;1.984775662;1.221392512
110;3;20;30;1;0.113204189;-1;42.11320496;41.11320496;-2.106033087;1;3.613204241;1.196101785
111;3;20;31;1;0.104216516;-1;42.10421753;41.10421753;-1.568204403;1;3.604216576;2.113689899
112;3;20;32;1;-0.350740731;-1;41.64925766;40.64925766;-1.562510371;1;3.149259329;1.046950936
113;3;20;33;1;-0.188088953;-1;41.81191254;40.81191254;-0.155341551;1;3.311911106;0.99502027
114;3;20;34;1;-0.71497786;-1;41.28502274;40.28502274;-0.903248787;1;2.785022259;0.558553636
115;3;20;35;1;0.2743572;-1;42.27435684;41.27435684;-0.433297783;1;3.774357319;0.645063758
116;3;20;36;1;0.213306442;-1;42.21330643;41.21330643;-1.119420648;1;3.713306427;1.4444561
117;3;20;37;1;0.416826308;-1;42.41682816;41.41682816;-0.849862933;1;3.916826248;1.963747263
118;3;20;38;1;-0.652491987;-1;41.34750748;40.34750748;-1.634821177;1;2.847507954;1.207014799
119;3;20;39;1;-0.188649461;-1;41.81135178;40.81135178;-1.06088078;1;3.311350584;1.485449553
120;3;20;40;1;1.526694655;-1;43.52669525;42.52669525;-0.102213472;1;5.026694775;1.868337274
121;4;31;1;0;0.755495667;0.180000007;42.93549728;42.93549728;-1.020117402;1;3.255495548;0.48599726
122;4;31;2;0;-0.465359092;0.180000007;41.71464157;41.71464157;0.411405027;1;2.034640789;0.41950047
123;4;31;3;0;0.559172094;0.180000007;42.73917389;42.73917389;-0.563856721;1;3.059172153;1.649558783
124;4;31;4;0;-0.268051356;0.180000007;41.91194916;41.91194916;0.434214503;1;2.231948614;1.294761419
125;4;31;5;0;0.517799377;0.180000007;42.69779968;42.69779968;-0.378087997;1;3.017799377;1.909005046
126;4;31;6;0;0.623591661;0.180000007;42.80359268;42.80359268;1.650808573;1;3.123591661;0.430965275
127;4;31;7;0;0.112068132;0.180000007;42.29206848;42.29206848;0.791578114;1;2.612068176;1.604816556
128;4;31;8;0;-0.4638879;0.180000007;41.71611023;41.71611023;0.420325786;1;2.03611207;1.506011128
129;4;31;9;0;0.135283902;0.180000007;42.31528473;42.31528473;0.275635749;1;2.635283947;0.318487316
130;4;31;10;0;-0.962608337;0.180000007;41.21739197;41.21739197;0.192636102;1;1.537391663;2.310354233
131;4;31;11;0;-0.526901901;0.180000007;41.65309906;41.65309906;0.541695476;1;1.97309804;0.294948697
132;4;31;12;0;-0.396742761;0.180000007;41.78325653;41.78325653;0.120250396;1;2.103257179;1.337696075
133;4;31;13;0;-0.059049509;0.180000007;42.12094879;42.12094879;-0.349031627;1;2.440950394;0.740712345
134;4;31;14;0;0.050167441;0.180000007;42.23016739;42.23016739;-0.531817794;1;2.550167561;0.73407203
135;4;31;15;0;1.530992389;0.180000007;43.71099091;43.71099091;-0.033399619;1;4.030992508;-0.034393936
136;4;31;16;0;-0.181094363;0.180000007;41.99890518;41.99890518;0.398074925;1;2.318905592;0.870252073
137;4;31;17;0;0.011559906;0.180000007;42.19155884;42.19155884;0.498277962;1;2.511559963;0.742900729
138;4;31;18;0;0.242603585;0.180000007;42.42260361;42.42260361;0.132480487;1;2.74260354;0.984048069
139;4;31;19;0;0.822379172;0.180000007;43.00238037;43.00238037;0.21028246;1;3.322379112;0.632859945
140;4;31;20;0;0.068718649;0.180000007;42.24871826;42.24871826;0.414423466;1;2.568718672;2.092406034
141;4;31;21;0;-0.145589098;0.180000007;42.03441238;42.03441238;-0.32754609;1;2.354410887;1.183059931
142;4;31;22;0;-1.843973398;0.180000007;40.33602524;40.33602524;0.670751512;1;0.656026602;1.526946902
143;4;31;23;0;0.965507388;0.180000007;43.14550781;43.14550781;-0.081181429;1;3.465507507;0.420313388
144;4;31;24;0;0.821864486;0.180000007;43.00186539;43.00186539;0.624397218;1;3.321864605;1.135393023
145;4;31;25;0;0.299605072;0.180000007;42.47960663;42.47960663;0.513802707;1;2.799605131;0.945695579
146;4;31;26;0;0.991957486;0.180000007;43.17195892;43.17195892;-0.282517761;1;3.491957426;1.654364109
147;4;31;27;0;-1.510353088;0.143999994;40.63364792;40.63364792;1.884192109;0.800000012;0.789646924;0.509929836
148;4;31;28;0;-0.463290095;0.108000003;41.64471054;41.64471054;-0.154894501;0.600000024;1.636709929;0.622720003
149;4;31;29;0;0.851774752;0.071999997;42.92377472;42.92377472;0.037093751;0.400000006;2.751774788;-0.238514245
150;4;31;30;0;-0.242917836;0.035999998;41.79308319;41.79308319;-1.222757697;0.200000003;1.457082152;-0.085037343
151;4;31;31;1;-0.16791299;-0.200000003;42.63208771;41.63208771;0.29533875;0.200000003;2.532087088;0.323265582
152;4;31;32;1;1.627976894;-0.400000006;44.22797775;43.22797775;0.057072006;0.400000006;4.52797699;0.973491907
153;4;31;33;1;0.019516526;-0.600000024;42.41951752;41.41951752;-1.290623426;0.600000024;3.119516611;0.584963441
154;4;31;34;1;0.798598766;-0.800000012;42.99860001;41.99860001;-0.994312465;0.800000012;4.098598957;0.845621526
155;4;31;35;1;0.352092892;-1;42.35209274;41.35209274;-1.126229167;1;3.852092981;0.689681709
156;4;31;36;1;-0.383336365;-1;41.61666489;40.61666489;-0.902240753;1.200000048;3.316663742;1.338186979
157;4;31;37;1;-0.043699671;-1;41.95629883;40.95629883;-1.270387173;1;3.456300259;0.81825614
158;4;31;38;1;0.238141522;-1;42.23814011;41.23814011;-1.672318578;1;3.738141537;0.663823307
159;4;31;39;1;-0.386998296;-1;41.61300278;40.61300278;-0.772356272;1;3.113001823;0.221770152
160;4;31;40;1;1.095914721;-1;43.09591293;42.09591293;-1.159345269;1;4.595914841;0.43486321
161;5;32;1;0;0.773446202;0.180000007;42.95344543;42.95344543;-0.366932333;1;3.273446083;1.592647314
162;5;32;2;0;1.000963807;0.180000007;43.18096542;43.18096542;0.235043824;1;3.500963688;0.032807712
163;5;32;3;0;0.327210426;0.180000007;42.50720978;42.50720978;1.103415847;1;2.827210426;2.591620445
164;5;32;4;0;-0.368118137;0.180000007;41.81188202;41.81188202;0.386746705;1;2.131881952;2.016663551
165;5;32;5;0;0.068116076;0.180000007;42.24811554;42.24811554;0.077745251;1;2.568116188;0.553987563
166;5;32;6;0;0.803185046;0.180000007;42.98318481;42.98318481;0.5394876;1;3.303184986;1.142584801
167;5;32;7;0;0.127512917;0.180000007;42.30751419;42.30751419;1.245332718;1;2.627512932;0.424521118
168;5;32;8;0;-0.359345973;0.180000007;41.82065582;41.82065582;1.083642364;1;2.140654087;2.000781536
169;5;32;9;0;-0.36868757;0.180000007;41.81131363;41.81131363;0.300664634;1;2.13131237;0.409646571
170;5;32;10;0;0.863370061;0.180000007;43.04336929;43.04336929;-0.488456815;1;3.363369942;0.370463282
171;5;32;11;0;-0.938668072;0.180000007;41.24133301;41.24133301;-0.989595234;1;1.561331987;0.929386497
172;5;32;12;0;-0.356568456;0.180000007;41.82343292;41.82343292;-0.169617712;1;2.143431664;0.095308729
173;5;32;13;0;0.306453854;0.180000007;42.48645401;42.48645401;0.970067978;1;2.806453943;1.026235104
174;5;32;14;0;0.508261561;0.180000007;42.68826294;42.68826294;0.287805617;1;3.008261681;1.686808348
175;5;32;15;0;0.448728263;0.180000007;42.62872696;42.62872696;-0.456512481;1;2.948728323;1.488345981
176;5;32;16;0;0.12635085;0.180000007;42.30635071;42.30635071;0.716370225;1;2.62635088;0.352171838
177;5;32;17;0;-0.254172593;0.180000007;41.92582703;41.92582703;0.398152918;1;2.245827436;1.294455051
178;5;32;18;0;-0.226560444;0.180000007;41.95343781;41.95343781;0.12903142;1;2.273439646;1.421707511
179;5;32;19;0;0.432441384;0.180000007;42.61244202;42.61244202;-0.097799428;1;2.932441473;1.031820655
180;5;32;20;0;-1.19430542;0.180000007;40.98569489;40.98569489;-0.178893179;1;1.30569458;1.747250795
181;5;32;21;0;1.250118613;0.180000007;43.43011856;43.43011856;-0.123778157;1;3.750118732;1.048759222
182;5;32;22;0;-0.963528633;0.180000007;41.21647263;41.21647263;0.984277785;1;1.536471367;0.656216323
183;5;32;23;0;-0.409514219;0.180000007;41.77048492;41.77048492;-0.368850023;1;2.090485811;1.609216094
184;5;32;24;0;-0.246758655;0.180000007;41.9332428;41.9332428;-0.51324755;1;2.253241301;0.670852065
185;5;32;25;0;0.160190925;0.180000007;42.34019089;42.34019089;0.505140483;1;2.660190821;0.713788927
186;5;32;26;0;-0.729283512;0.180000007;41.45071793;41.45071793;1.506135464;1;1.770716429;0.947256446
187;5;32;27;0;1.06321311;0.180000007;43.24321365;43.24321365;0.109759368;1;3.56321311;0.384724826
188;5;32;28;0;-0.107945278;0.143999994;42.03605652;42.03605652;-0.044572018;0.800000012;2.192054749;1.274496317
189;5;32;29;0;-1.093874574;0.108000003;41.01412582;41.01412582;0.079616167;0.600000024;1.00612545;0.258220345
190;5;32;30;0;0.149651006;0.071999997;42.22164917;42.22164917;0.325564235;0.400000006;2.049650908;0.71962297
191;5;32;31;0;-1.734736919;0.035999998;40.3012619;40.3012619;-0.620685399;0.200000003;-0.034736916;0.323963821
192;5;32;32;1;-0.823727787;-0.200000003;41.97627258;40.97627258;-0.74697274;0.200000003;1.876272202;0.156719863
193;5;32;33;1;0.315246612;-0.400000006;42.91524506;41.91524506;-1.058920503;0.400000006;3.215246677;0.827300072
194;5;32;34;1;0.558553159;-0.600000024;42.95855331;41.95855331;-1.38904655;0.600000024;3.658553123;0.436368465
195;5;32;35;1;-0.260031372;-0.800000012;41.93996811;40.93996811;-1.125943184;0.800000012;3.039968729;0.579038024
196;5;32;36;1;0.108093075;-1;42.10809326;41.10809326;-0.975009739;1;3.608093023;0.614086151
197;5;32;37;1;-0.900909603;-1;41.09909058;40.09909058;-1.974245191;1.200000048;2.799090385;1.288890243
198;5;32;38;1;-0.025172988;-1;41.97482681;40.97482681;-1.064292431;1;3.474827051;1.158430099
199;5;32;39;1;-1.753058672;-1;40.24694061;39.24694061;-1.353907824;1;1.746941328;1.163384199
200;5;32;40;1;-0.461539388;-1;41.53845978;40.53845978;-1.153326631;1;3.038460732;1.507120013
201;6;6;1;0;0.407336652;0.180000007;42.58733749;42.58733749;-0.73980242;1;2.907336712;1.468690276
202;6;6;2;0;0.388423443;0.143999994;42.53242493;42.53242493;0.737333477;0.800000012;2.688423395;0.443138301
203;6;6;3;0;-0.872620881;0.108000003;41.23537827;41.23537827;0.170427799;0.600000024;1.227379084;0.435919821
204;6;6;4;0;-0.318619162;0.071999997;41.75337982;41.75337982;0.293491364;0.400000006;1.581380844;0.157122776
205;6;6;5;0;-0.451804221;0.035999998;41.58419418;41.58419418;-0.448739111;0.200000003;1.248195767;1.106428623
206;6;6;6;1;0.341673285;-0.200000003;43.14167404;42.14167404;-1.109008074;0.200000003;3.041673183;0.83880496
207;6;6;7;1;0.125496596;-0.400000006;42.7254982;41.7254982;-0.766053915;0.400000006;3.025496483;0.205528826
208;6;6;8;1;0.279337257;-0.600000024;42.67933655;41.67933655;-0.745432079;0.600000024;3.379337311;0.210731551
209;6;6;9;1;0.542874336;-0.800000012;42.74287415;41.74287415;-2.000568151;0.800000012;3.842874289;0.906660795
210;6;6;10;1;-0.292781532;-1;41.70721817;40.70721817;-1.111864924;1;3.207218409;1.124514222
211;6;6;11;1;1.029189944;-1;43.02919006;42.02919006;-0.988216043;1.200000048;4.729189873;1.767337441
212;6;6;12;1;-0.777167261;-1;41.22283173;40.22283173;-1.356071472;1;2.72283268;0.630179524
213;6;6;13;1;-0.585576773;-1;41.4144249;40.4144249;-1.490391254;1;2.914423227;0.63133502
214;6;6;14;1;0.146341205;-1;42.14633942;41.14633942;-0.682835042;1;3.646341324;0.597996593
215;6;6;15;1;0.76643163;-1;42.7664299;41.7664299;-1.151224732;1;4.266431808;1.013569713
216;6;6;16;1;0.575526297;-1;42.57552719;41.57552719;-1.085996032;1;4.075526237;0.985124707
217;6;6;17;1;-0.039060246;-1;41.96094131;40.96094131;-0.423634142;1;3.460939646;1.59074986
218;6;6;18;1;-0.369503707;-1;41.63049698;40.63049698;-1.380470991;1;3.130496264;0.862179399
219;6;6;19;1;-0.613998234;-1;41.38600159;40.38600159;-1.349901438;1;2.886001825;0.468389153
220;6;6;20;1;-0.15182066;-1;41.84817886;40.84817886;-1.479939699;1;3.34817934;1.099118471
221;6;6;21;1;0.232703373;-1;42.23270416;41.23270416;-1.879720688;1;3.732703447;0.53528446
222;6;6;22;1;-0.152126595;-1;41.84787369;40.84787369;-0.983804882;1;3.347873449;0.225720212
223;6;6;23;1;0.659478962;-1;42.65947723;41.65947723;-0.539929092;1;4.159479141;1.409333467
224;6;6;24;1;0.109484546;-1;42.10948563;41.10948563;-1.82649684;1;3.609484434;2.813218594
225;6;6;25;1;0.072251797;-1;42.07225037;41.07225037;-0.589696169;1;3.572251797;1.089756012
226;6;6;26;1;0.235853851;-1;42.2358551;41.2358551;-1.607431054;1;3.73585391;1.173419118
227;6;6;27;1;-0.128310248;-1;41.87168884;40.87168884;-0.770697653;1;3.371689796;0.83859694
228;6;6;28;1;0.617052972;-1;42.61705399;41.61705399;-0.860259473;1;4.117053032;1.00632
229;6;6;29;1;0.037073061;-1;42.03707123;41.03707123;-0.214024946;1;3.537073135;1.921302319
230;6;6;30;1;0.208000019;-1;42.20800018;41.20800018;-0.674705982;1;3.707999945;0.997066259
231;6;6;31;1;-0.457194984;-1;41.54280472;40.54280472;-1.875164628;1;3.042804956;0.602290571
232;6;6;32;1;-0.951683044;-1;41.04831696;40.04831696;-0.238043398;1;2.548316956;1.476379752
233;6;6;33;1;-1.095656276;-1;40.90434265;39.90434265;0.172547355;1;2.404343605;1.319344044
234;6;6;34;1;-0.174927786;-1;41.82507324;40.82507324;-0.59574455;1;3.325072289;2.399631977
235;6;6;35;1;-0.178349897;-1;41.82165146;40.82165146;-0.608557582;1;3.321650028;1.548082948
236;6;6;36;1;0.466777772;-1;42.4667778;41.4667778;-1.052969575;1;3.966777802;1.079487562
237;6;6;37;1;1.601537228;-1;43.6015358;42.6015358;-0.352281988;1;5.101537228;1.595194817
238;6;6;38;1;0.611014068;-1;42.61101532;41.61101532;-0.925223053;1;4.111013889;-0.363864005
239;6;6;39;1;1.221984744;-1;43.22198486;42.22198486;-1.041557312;1;4.721984863;0.86587429
240;6;6;40;1;0.384958208;-1;42.38495636;41.38495636;-1.891043425;1;3.884958267;1.431115627
241;7;27;1;0;0.707202673;0.180000007;42.88720322;42.88720322;0.891702473;1;3.207202673;0.557772398
242;7;27;2;0;-0.145171851;0.180000007;42.03482819;42.03482819;0.348594099;1;2.354828119;1.237481713
243;7;27;3;0;-0.394207448;0.180000007;41.7857933;41.7857933;0.041692235;1;2.105792522;-0.002149388
244;7;27;4;0;0.79706651;0.180000007;42.97706604;42.97706604;-0.00258152;1;3.29706645;0.886595428
245;7;27;5;0;-1.763051271;0.180000007;40.41695023;40.41695023;-0.280120462;1;0.736948729;1.515100479
246;7;27;6;0;-0.772673786;0.180000007;41.40732574;41.40732574;0.426620394;1;1.727326155;0.830282807
247;7;27;7;0;-0.585101545;0.180000007;41.59489822;41.59489822;-1.200662494;1;1.914898396;0.735899329
248;7;27;8;0;0.201023608;0.180000007;42.38102341;42.38102341;1.120241523;1;2.701023579;0.30611515
249;7;27;9;0;0.802525938;0.180000007;42.98252487;42.98252487;-0.215510011;1;3.302525997;0.54802531
250;7;27;10;0;-0.079340979;0.180000007;42.10065842;42.10065842;-0.794756711;1;2.420659065;0.908718526
251;7;27;11;0;-0.064264372;0.180000007;42.1157341;42.1157341;0.191197574;1;2.435735703;1.162797451
252;7;27;12;0;-0.630147398;0.180000007;41.54985428;41.54985428;-0.39206785;1;1.869852543;0.982419848
